Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
06-03-2016,26.6,33.2,28.5,83,8888,4.1,4,320,1,N
07-03-2016,25.2,34,28.8,82,1.5,4.9,4,50,1,N
08-03-2016,25.8,35.2,30.1,77,,4.8,3,290,1,N
09-03-2016,26.2,35.4,29.6,78,,8.6,3,290,1,N
10-03-2016,26.4,34.9,30.5,77,,6.9,3,300,1,N
11-03-2016,27.3,34.6,30.1,76,0,4.4,3,290,1,N
12-03-2016,25.3,34.4,29.6,75,2.2,2.8,5,270,1,N
13-03-2016,26.2,35.4,30.5,75,,8.8,5,80,1,N
14-03-2016,27,34.2,29.9,78,0,8.5,5,320,1,N
15-03-2016,26.9,36,30.3,73,8888,2.5,4,310,1,N
16-03-2016,26.8,35.8,29.9,76,15.6,9,6,290,2,N
17-03-2016,27,,30.4,73,8888,5.8,4,310,1,N
18-03-2016,27.6,33.8,29.7,76,0,7,5,310,1,N
19-03-2016,26.1,34.6,28.3,84,12.2,1.7,3,310,0,N
20-03-2016,26.5,34,30.2,81,46,5.2,4,320,1,N
21-03-2016,27.8,34.4,30.2,77,8888,3.8,7,300,1,N
22-03-2016,27.2,35.1,30,76,,7.2,3,310,1,N
23-03-2016,26.7,34.4,29.3,78,1.6,5.1,4,320,1,N
24-03-2016,26.2,34.6,29.7,76,1.2,6.3,2,50,1,N
25-03-2016,27,35.2,30.2,74,8888,5.1,3,70,1,N
26-03-2016,25.8,35.6,30,74,8888,5.9,3,310,1,N
27-03-2016,26.4,35.8,30.6,70,,6.9,3,70,1,N
28-03-2016,26.6,34.4,29.9,74,5.6,7.5,6,300,2,N
29-03-2016,26.1,33,29.1,79,,6.9,6,320,1,N
30-03-2016,26.8,32.7,28.5,85,,1.3,3,320,0,N
31-03-2016,25.6,33.6,28,81,16.7,3,3,60,1,N
01-04-2016,26.4,30.9,27.8,85,8888,3,8,110,1,N
02-04-2016,26.2,33.7,29.4,77,6.7,0.5,5,50,1,N
03-04-2016,26.8,34,29.5,74,,8.8,3,80,1,N
04-04-2016,27.2,34.8,31.1,69,0,7.2,4,50,2,E
05-04-2016,27.6,35,30.5,70,0,7.1,5,320,1,N
06-04-2016,27,34.2,29.9,75,,6,5,70,1,N
07-04-2016,27.8,33.5,29.7,77,,5.1,4,90,1,N
08-04-2016,27.6,34.7,30.3,78,0,3.7,2,30,1,N
09-04-2016,27,31.8,28.1,87,8888,6.6,5,150,1,N
10-04-2016,25.1,33.4,28.4,83,50.2,0.5,3,70,1,N
11-04-2016,26,34,29.8,78,,2.8,3,20,1,N
12-04-2016,26,33.4,28.8,84,6.1,5.1,3,60,1,N
13-04-2016,25.8,32.4,28.8,80,2.2,0.6,5,80,1,N
14-04-2016,26,34.2,29.1,79,3.7,2.1,4,70,1,N
15-04-2016,25.8,33.8,26.6,92,73.5,5.8,3,100,1,E
16-04-2016,25.3,33.6,29.3,81,29.2,0,3,20,1,E
17-04-2016,26.4,33.1,29.3,81,0.2,9,4,90,1,N
18-04-2016,26.4,32.2,28.6,82,8888,3.1,4,290,1,N
19-04-2016,26.8,33.4,29.4,79,5.6,3.8,3,60,2,NE
20-04-2016,26.4,33.8,30.2,72,8888,8.8,6,110,2,E
21-04-2016,26.2,34,29.9,75,0.6,9.5,4,90,1,N
22-04-2016,26.5,32,28.9,80,8888,7.3,5,60,1,E
23-04-2016,26.8,34.2,29.5,77,0.3,1.5,4,80,2,E
24-04-2016,27.1,34.4,30.4,76,0,7.8,4,80,2,E
25-04-2016,28,34.4,31.2,70,0,7,6,110,2,E
26-04-2016,27.8,33.2,28.3,86,,7.2,10,300,2,N
27-04-2016,25.6,33.8,29.1,77,3.5,1.2,4,60,1,E
28-04-2016,26.4,34.6,29.7,76,8888,9.3,4,30,1,N
29-04-2016,27.2,34.7,30.4,73,0,7,5,90,1,N
30-04-2016,27,34,30.1,72,,8.4,5,90,2,N
01-05-2016,27.2,34.2,29.8,79,8.6,8,4,70,1,N
02-05-2016,27.2,33.8,29.6,79,0,6.2,4,100,1,N
03-05-2016,27,34.2,30.2,75,8888,6.7,18,360,2,N
04-05-2016,27.1,34.6,30.1,74,,6.9,4,130,1,N
05-05-2016,27.2,35,30.4,76,,6.9,2,80,1,N
06-05-2016,27.4,33.2,29.7,78,8888,7.9,3,320,1,N
07-05-2016,26.6,34.9,30.5,72,8888,5.6,3,300,1,N
08-05-2016,27.8,34.4,29.6,79,0,9.4,2,40,1,N
09-05-2016,26.6,34.4,30,77,8888,5.6,3,320,1,N
10-05-2016,27.2,34.6,30,78,5.7,7,3,70,2,NE
11-05-2016,27,34.3,30,76,0,9,5,90,2,E
12-05-2016,26.2,33.4,29.5,82,6,8.6,3,70,1,N
13-05-2016,27.2,34.4,30.6,73,8888,4.8,8,70,3,E
14-05-2016,28,34.6,30.8,77,0,9.3,6,100,2,E
15-05-2016,27.2,35,30.6,72,0.3,7.5,5,360,2,N
16-05-2016,27.2,35,29.9,77,,8.4,3,90,1,N
17-05-2016,26.2,34.3,29.5,79,46.8,8.6,3,50,1,N
18-05-2016,26.2,34.9,30.1,72,8888,6.9,4,70,2,E
19-05-2016,26.6,34.4,30,79,5.7,10,4,360,1,N
20-05-2016,27.2,33.4,29.9,76,,7.6,5,360,2,N
21-05-2016,26.4,36.4,29.2,80,16.4,6.1,3,110,1,E
22-05-2016,26,34,29.1,81,25.8,5.8,4,70,1,N
23-05-2016,26,34.6,29.6,79,10.4,8,5,360,1,N
24-05-2016,26,34.4,29.7,78,23.8,5.5,4,60,1,N
25-05-2016,25.4,36.7,28.9,80,8,8.6,4,70,2,E
26-05-2016,26,34,30.3,73,0,7.8,7,360,2,N
27-05-2016,27.8,32.8,29,81,8888,7.7,7,360,2,N
28-05-2016,25.8,33.7,28.7,83,2.1,1.5,5,60,1,E
29-05-2016,27,33.4,29.5,80,2,5.4,6,70,2,E
30-05-2016,25.6,33.4,26.8,90,18.6,5.3,2,80,0,N
31-05-2016,24,34,28,81,107.3,2.1,5,360,1,N
01-06-2016,24.8,34,29.7,76,,6.7,3,110,1,N
02-06-2016,26.6,32,29.5,77,8888,8.5,4,70,2,E
03-06-2016,26.8,34,30.1,75,0,8.9,4,60,2,E
04-06-2016,25.8,34.8,29.2,76,0,10.2,6,360,2,N
05-06-2016,25.8,35.2,29.4,77,,8.2,3,30,1,N
06-06-2016,26.8,34.4,29.7,77,8888,6.6,3,90,1,N
07-06-2016,25.8,34.6,29.3,80,0.4,7.4,3,40,1,N
08-06-2016,26,34.6,29.2,77,8888,8.3,5,360,1,N
09-06-2016,26.2,33.8,29.2,79,1,4.5,4,50,2,N
10-06-2016,26.4,35.2,29.3,77,,6,4,60,2,E
11-06-2016,26.8,34.2,30,76,0,9.3,4,70,1,N
12-06-2016,26.4,34.3,29.5,77,0,7.9,4,60,2,E
13-06-2016,26.4,34,29.4,78,,9.3,4,80,1,N
14-06-2016,25.6,31.8,27.4,86,2.5,6.9,3,90,1,E
15-06-2016,25.2,32.4,27.6,86,12.7,0.5,8,90,2,E
16-06-2016,25.6,33.8,28.9,81,1.4,4,7,100,2,E
17-06-2016,25.8,33.6,29.1,80,0.1,7,4,70,1,N
18-06-2016,25.6,33.8,28.6,82,1.4,5,3,90,1,N
19-06-2016,23.5,29.2,25.4,93,31.5,3.5,2,280,0,N
20-06-2016,23.2,33,27.3,83,5.5,2,4,90,1,N
21-06-2016,23.4,33,28.4,81,,8.4,3,70,1,N
22-06-2016,25.6,33.7,28.9,79,,6.9,3,140,1,NE
23-06-2016,25.6,33.2,28.8,79,0,8.3,3,30,1,N
24-06-2016,25.6,33,28.5,79,8888,5.3,5,360,1,N
25-06-2016,25.6,33,28.7,80,0.4,8.4,4,10,1,N
26-06-2016,25.6,34.2,28.9,75,,5.8,3,100,1,E
27-06-2016,25.6,32.6,28.3,80,8888,9,3,80,1,N
28-06-2016,25.6,31.8,27.4,86,1,4.5,4,360,2,N
29-06-2016,24.6,31.4,27.6,85,19.1,0.6,4,60,1,N
30-06-2016,25.4,31.1,26.5,89,8888,3.4,3,70,1,SE
01-07-2016,24.8,33.2,28.1,82,3.5,0,3,80,1,N
02-07-2016,25,33,28.5,80,0,5.5,7,100,2,E
03-07-2016,25.8,33.6,28.9,77,,8.2,5,90,3,E
04-07-2016,26,35.6,29.3,75,,10.3,5,110,2,E
05-07-2016,25.6,33.4,29.3,74,0,10.4,5,60,2,E
06-07-2016,25.8,33,29.3,77,0,10.1,4,70,2,E
07-07-2016,25.8,33.2,29.1,76,,10.5,5,70,2,E
08-07-2016,23.9,33.9,28.4,70,,10.4,4,70,2,NE
09-07-2016,25,33.9,29.3,77,0,10.5,7,70,3,E
10-07-2016,26.4,33.3,29.3,76,0,10,5,90,2,E
11-07-2016,25.8,33.6,29.4,78,,9.6,4,50,2,E
12-07-2016,27,33.6,29,80,,8.1,3,60,1,N
13-07-2016,26.4,33.6,28.4,79,0,4.5,3,70,1,E
14-07-2016,26.2,33.7,29.3,77,0.3,4.5,6,70,2,N
15-07-2016,25.2,33.3,28.6,83,30,8,7,80,1,N
16-07-2016,24.8,30.2,26.8,88,20.6,6.4,4,60,2,E
17-07-2016,25,32.4,28.2,83,5.7,0,4,70,1,N
18-07-2016,26,31.4,28.1,82,1.4,5,5,100,2,E
19-07-2016,25.2,33.4,28.1,79,1.5,3.8,3,40,1,N
20-07-2016,25.3,31.6,26.6,89,8888,6.6,3,50,1,N
21-07-2016,24.4,31.6,26.8,86,7.5,2.2,3,60,1,E
22-07-2016,24.6,32.4,27.9,83,0.3,3.4,3,70,1,N
23-07-2016,25.2,32.6,28.1,83,1.2,6.1,3,60,1,N
24-07-2016,25.3,32.6,28.1,80,3.8,9.1,3,70,1,E
25-07-2016,25,33.2,28.3,73,0,8.1,4,60,2,E
26-07-2016,24.8,33.2,28.1,75,0,8.5,6,90,2,N
27-07-2016,24.9,32.4,28,74,0.9,10.2,5,70,2,E
28-07-2016,25.2,34.2,29,77,0,9,6,90,3,E
29-07-2016,26.8,33,29.2,73,0,10.1,5,90,3,E
30-07-2016,25.4,34.2,28.7,73,0,10,7,60,2,E
31-07-2016,25.8,32.8,28.9,71,,9.9,4,80,2,E
01-08-2016,25,33.2,28.4,74,,9.8,4,100,1,N
02-08-2016,24.2,33.8,28.1,69,0,8.5,5,80,2,E
03-08-2016,24,32.6,27.7,74,,10,3,90,1,E
04-08-2016,24.6,34.2,28,78,0,4.2,4,90,2,E
05-08-2016,25.4,33,29.2,74,,8.2,4,70,2,N
06-08-2016,26.8,33.3,28.9,77,8888,7.2,3,70,1,E
07-08-2016,26,33.2,28.7,77,,6.2,3,50,2,NE
08-08-2016,26.4,33.4,29,80,0,9,4,100,2,E
09-08-2016,26.4,33,29,74,0,7.6,4,70,2,E
10-08-2016,25.6,33,28.6,75,,10.2,6,60,2,E
11-08-2016,24.2,33.6,28.3,72,0,7.5,7,80,2,E
12-08-2016,25.6,34.4,29.2,73,,8.6,7,130,2,N
13-08-2016,25.2,30.7,27.5,83,14.2,10.2,5,90,2,E
14-08-2016,24.4,33.8,28.2,79,41.3,3.4,5,50,2,N
15-08-2016,25.4,32.2,28.6,78,0,8,7,130,3,E
16-08-2016,25,32.6,28.5,77,,9.8,5,60,2,E
17-08-2016,26.2,34.6,29.2,74,0,8.8,4,40,2,E
18-08-2016,25.8,33.4,28.7,75,0,8.6,4,60,2,E
19-08-2016,25.8,32.4,28.7,69,0,9.3,9,80,3,E
20-08-2016,24.3,33,28.3,65,,8.2,3,90,2,E
21-08-2016,23.6,32.6,27.5,70,,10,4,50,2,E
22-08-2016,23.8,32.6,27.6,68,,9,3,80,1,N
23-08-2016,24,33.2,28.1,69,0,8.3,4,80,2,E
24-08-2016,24.2,33.1,27.7,72,,10.3,4,120,2,E
25-08-2016,24.6,32.6,28.2,70,,10.1,6,120,2,E
26-08-2016,25.4,33,28.4,74,,5.5,4,70,2,E
27-08-2016,25.6,33.5,29.6,76,,9.5,5,70,3,E
28-08-2016,27,33.6,29.4,75,8888,7.5,4,80,2,E
29-08-2016,27.2,33.4,29.9,75,,8.4,5,80,3,E
30-08-2016,28,33.6,30,74,,9,4,110,2,E
31-08-2016,26.4,34.4,29.8,73,0,9,4,90,2,E
01-09-2016,26.2,34.6,29.8,69,0,9.7,3,110,1,E
02-09-2016,25.6,34.2,29.2,72,,7.8,4,100,2,E
03-09-2016,25.2,34.1,29,77,,7.5,2,340,1,N
04-09-2016,26.2,34.2,29.1,75,0.2,6.3,3,30,1,N
05-09-2016,26.4,33.8,29.8,76,0,6.5,4,90,2,E
06-09-2016,27.2,33.8,30.1,70,0,7.7,4,80,2,E
07-09-2016,27.2,34,29.8,71,,6.9,6,100,2,E
08-09-2016,26.1,34.4,30,69,,9,7,80,2,E
09-09-2016,26.2,34.7,30.1,64,,9,6,70,3,E
10-09-2016,25.8,34.4,29.8,66,,7,4,100,1,E
11-09-2016,25,34.9,29.2,63,,8.3,7,70,2,E
12-09-2016,25.6,34.2,29.3,68,,,5,130,2,N
13-09-2016,24.6,34.2,29.1,66,0,8.5,3,200,1,N
14-09-2016,25.2,34.2,29.3,68,8888,7,5,90,2,E
15-09-2016,26.4,34.2,29.9,73,,8.4,6,80,2,NE
16-09-2016,27,34.4,30.2,72,,8.1,5,110,3,E
17-09-2016,27,34.4,29.9,72,,7.6,6,70,2,N
18-09-2016,27,34.6,30.4,70,8888,6.2,5,70,2,N
19-09-2016,26.6,34.4,30.5,69,8888,6.4,4,100,2,N
20-09-2016,27.1,32.4,30,71,0,8.9,3,70,2,N
21-09-2016,27,34.6,28.5,81,0,5,4,80,1,N
22-09-2016,26.2,33.2,29,79,17.2,3.2,3,70,1,N
23-09-2016,26.2,34,29.7,73,8888,5,5,90,2,E
24-09-2016,24.2,31.2,26.9,87,35.2,5,2,30,0,N
25-09-2016,25,32.6,28.1,82,18.9,1.5,5,90,1,N
26-09-2016,25.2,33.6,28.6,78,3,2.3,5,180,1,N
27-09-2016,25.2,32.4,29,80,5,6.3,4,100,1,N
28-09-2016,26.3,34.1,28.6,78,8888,5.9,3,310,1,N
29-09-2016,26.4,33.4,28.5,78,1.8,6.7,3,260,1,N
30-09-2016,27.3,33.8,29.6,80,1.2,4.9,5,330,1,N
01-10-2016,26.8,35,30.2,73,1.2,4.5,3,320,1,N
02-10-2016,26.1,33.4,28.4,84,5,9.5,4,300,1,N
03-10-2016,24.9,33.2,28.4,80,2.2,2.1,3,70,1,E
04-10-2016,26,32.6,28,82,0.2,3.5,2,50,1,N
05-10-2016,25.7,34.2,30.3,74,0.5,2.6,5,70,1,N
06-10-2016,27,34.8,30,73,8888,6.8,5,30,2,N
07-10-2016,25.6,34.2,29.5,72,,6.5,3,40,1,N
08-10-2016,26,30.5,27.4,88,11.3,5.8,6,70,2,E
09-10-2016,24.9,31.8,27,87,39.6,0,6,110,2,E
10-10-2016,25.2,31.4,27.2,87,20.9,2.3,5,60,2,E
11-10-2016,25.3,32.8,27.9,80,5.4,3.1,4,80,2,E
12-10-2016,26.2,33.4,28.8,79,8888,5,4,70,1,N
13-10-2016,26.4,32,27.3,85,,3.5,6,80,1,N
14-10-2016,25.6,33.4,29.6,77,35.8,,5,110,2,N
15-10-2016,25.2,34.2,29.9,72,0,7.5,4,30,1,N
16-10-2016,26,34.6,30.2,72,0,8.6,4,50,2,E
17-10-2016,27.4,35.2,30.8,64,,9.5,5,70,2,NE
18-10-2016,26.1,34.5,29.9,68,,9.4,6,70,2,N
19-10-2016,26.4,34.9,30.6,69,2.5,9.7,4,70,2,E
20-10-2016,27,34.6,31.5,66,,9.6,5,60,2,E
21-10-2016,26.6,31,28,80,,8.3,4,70,1,N
22-10-2016,25.8,32.8,27.8,86,8888,0,4,90,1,N
23-10-2016,25.6,31.8,26.2,91,4.9,4.3,3,80,0,N
24-10-2016,23.6,31.6,27.6,80,23.7,0,8,300,2,N
25-10-2016,25.4,33.6,28.9,79,8888,5.4,3,310,0,N
26-10-2016,26.5,33.2,29.1,76,8888,5.9,3,100,1,N
27-10-2016,25.8,33.1,28.1,81,8888,3.4,6,290,2,N
28-10-2016,25,32.8,28.8,76,17.2,4.3,4,320,1,N
29-10-2016,25.4,34.2,29.7,73,,3.1,4,60,1,N
30-10-2016,25.8,35,30.4,71,,6.7,4,290,1,N
31-10-2016,26.2,33.8,29.7,72,,9.6,3,310,1,N
01-11-2016,26,34.8,30,72,0,4.5,3,30,1,N
02-11-2016,26.6,34.4,29.8,76,0,8,3,20,1,N
03-11-2016,26.2,35,30.5,71,,7.6,4,50,1,N
04-11-2016,26.6,35.2,30.6,70,8888,,4,70,1,N
05-11-2016,26.6,35,30.8,70,,5.5,5,100,1,N
06-11-2016,27.2,35,30.7,74,0,8.5,3,80,1,N
07-11-2016,27,34.4,29.8,77,,2.7,6,310,1,N
08-11-2016,27.1,33.8,28.9,79,,4.6,3,280,0,N
09-11-2016,25.4,32,26.4,87,6.5,2.7,2,300,0,N
10-11-2016,24.2,33.4,28.3,79,33.5,1.2,3,60,1,N
11-11-2016,25.3,33.4,27.7,83,2.6,3,3,300,1,N
12-11-2016,25,31,28,84,42,4.6,2,60,0,N
13-11-2016,26,33.1,28.7,80,,0,4,70,1,N
14-11-2016,25.8,32.6,28.4,82,,3.8,3,90,1,N
15-11-2016,25.6,31,27.8,80,0,2.4,3,170,0,N
16-11-2016,24.9,34.2,28.5,80,4.2,1.2,5,110,1,N
17-11-2016,25.2,31.6,27.7,84,22.9,5.4,3,110,1,N
18-11-2016,25,34.6,30,73,5,0,5,340,1,N
19-11-2016,26,35.4,30.3,71,,6.2,3,70,1,E
20-11-2016,26.6,34.6,30.6,72,,7.9,5,150,1,N
21-11-2016,26.6,34.6,29.3,78,13.4,6.6,7,70,1,N
22-11-2016,25.8,31.2,28.1,83,8888,2.1,2,320,1,N
23-11-2016,26.4,33.6,28.7,80,8888,0,3,50,1,N
24-11-2016,25.2,33.6,28.6,81,13.8,2.2,3,70,1,N
25-11-2016,25.6,32.2,27.8,85,4,5.3,3,70,1,N
26-11-2016,24.8,33.6,29.1,80,10.6,1.2,5,70,1,N
27-11-2016,26.2,34,29.3,82,29,7.2,3,60,1,N
28-11-2016,26,33.6,28.7,82,0.2,3,2,280,0,N
29-11-2016,25.2,34,29.1,79,2.4,4,4,300,1,N
30-11-2016,25.2,32.9,27.7,83,8888,4.7,3,320,1,N
01-12-2016,24.4,33.2,28.3,82,19.6,2.5,4,290,1,N
02-12-2016,25.6,31.4,27.6,81,13.5,3.6,4,60,1,N
03-12-2016,25.1,32,27.4,81,8.6,0,3,170,0,N
04-12-2016,25.2,30.8,28,83,1,0.1,2,300,0,N
05-12-2016,26,32.2,28.2,84,0.8,0.6,6,320,2,W
06-12-2016,25,31.4,27.6,84,4.2,0,3,310,1,N
07-12-2016,25.1,31.2,28,83,1.5,0.5,5,320,2,W
08-12-2016,25.4,33,28.4,81,9.8,3.6,5,300,2,W
09-12-2016,26,,28.1,84,0.9,1.6,3,110,2,W
10-12-2016,25.4,31.2,28.3,78,23.3,2.8,3,40,1,N
11-12-2016,26.4,32.8,29,76,1.6,0,3,140,1,W
12-12-2016,25.4,29.4,27.2,84,5.2,0.8,4,290,1,N
13-12-2016,25.2,30.4,27,85,0.7,0,3,310,1,N
14-12-2016,24.2,32.6,27.7,82,7.4,0,3,300,0,N
15-12-2016,25,33.2,27.6,81,0,1,3,300,1,N
16-12-2016,25.2,,28.4,83,29.8,3.1,7,310,2,N
17-12-2016,25.2,32.2,28.2,81,4.3,2.5,5,300,1,N
18-12-2016,26,32.3,28.3,82,0,2,4,300,2,N
19-12-2016,25.8,31.4,28,85,0.4,3.3,6,290,2,W
20-12-2016,25.5,33,29.2,79,13.5,2.7,7,270,3,W
21-12-2016,26.4,34,29.4,76,1.8,7.8,5,270,2,W
22-12-2016,25.9,33.6,28.8,75,10.8,4.2,7,290,3,W
23-12-2016,26.6,33.6,29.3,76,,4.2,6,290,2,W
24-12-2016,26.2,34.6,29.7,75,,4.3,6,320,2,NW
25-12-2016,25.6,34.4,29.5,71,,6,7,290,2,W
26-12-2016,25.8,35,29.1,75,,7.5,5,300,2,NW
27-12-2016,23.8,33.4,28.9,83,114.5,6.2,5,310,2,N
28-12-2016,25.9,33,28.8,76,,5.7,3,300,1,N
29-12-2016,26.4,34.4,29.6,78,8888,2.4,6,300,2,N
30-12-2016,24.1,29.6,26.8,92,90.9,6.2,4,300,1,N
31-12-2016,24.4,32.8,26.9,86,20,0,3,340,1,N
